"INCIDENT_NUMBER","DATE_REPORTED","DATE_OCCURED","UOR_DESC","CRIME_TYPE","NIBRS_CODE","UCR_HIERARCHY","ATT_COMP","LMPD_DIVISION","LMPD_BEAT","PREMISE_TYPE","BLOCK_ADDRESS","CITY","ZIP_CODE","ID"
"80-17-009056","2017-01-31 18:56:00","2017-01-31 18:56:00","REPORT NUMBER NOT REQUIRED","OTHER","999","","COMPLETED","7TH DIVISION","724","DEPARTMENT / DISCOUNT STORE","11800 BLOCK STANDIFORD PLAZA DR                             ","LOUISVILLE","40229","1197459"
"80-17-011330","2017-02-08 13:35:00","2017-02-08 13:35:00","ASSAULT - 3RD DEGREE (SCHOOL EMPLOYEE OR SCHOOL VOLUNTEER)","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","315","SCHOOL - ELEMENTARY / SECONDARY","10200 BLOCK DIXIE HWY                                       ","LOUISVILLE","40272","1197460"
"80-17-011596","2017-02-10 00:12:35","2017-02-08 21:30:00","TBUT OR DISP AUTO > $500 BUT < $10,000","MOTOR VEHICLE THEFT","240","PART I","COMPLETED","4TH DIVISION","412","PARKING LOT / GARAGE","600 BLOCK E BARBEE AVE                                      ","LOUISVILLE","40217","1197462"
"80-17-011425","2017-02-09 12:11:00","2017-02-08 17:00:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","7TH DIVISION","735","SPECIALTY STORE (TV, FUR, ETC)","4200 BLOCK OUTER LOOP                                       ","LOUISVILLE","40219","1197463"
"03-17-000301","2017-01-30 17:55:00","2017-01-30 17:55:00","TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","METRO LOUISVILLE","STMA","PARKING LOT / GARAGE","3900 BLOCK CHENOWETH SQ                                     ","ST_MATTHEWS","40207","1197464"
"03-17-000303","2017-01-31 07:57:00","2017-01-31 07:57:00","THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT","FRAUD","26C","PART II","COMPLETED","METRO LOUISVILLE","STMA","SPECIALTY STORE (TV, FUR, ETC)","4100 BLOCK WESTPORT RD                                      ","ST_MATTHEWS","40207","1197465"
"03-17-000303","2017-01-31 07:57:00","2017-01-31 07:57:00","RECEIVING STOLEN PROPERTY U/$500 MISD","THEFT/LARCENY","280","PART II","COMPLETED","METRO LOUISVILLE","STMA","SPECIALTY STORE (TV, FUR, ETC)","4100 BLOCK WESTPORT RD                                      ","ST_MATTHEWS","40207","1197466"
"80-17-009854","2017-02-03 13:09:00","2017-02-03 13:09:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","E BARBEE AVE / S PRESTON ST                                 ","LOUISVILLE","40217","1197467"
"80-17-009304","2017-02-01 15:59:00","2017-02-01 15:59:00","POSS CONT SUB-1ST DEGREE-1ST OFFENSE-COCAINE","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","1ST DIVISION","123","RESIDENCE / HOME","400 BLOCK S 12TH ST                                         ","LOUISVILLE","40203","1197468"
"80-17-009304","2017-02-01 15:59:00","2017-02-01 15:59:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","1ST DIVISION","123","RESIDENCE / HOME","400 BLOCK S 12TH ST                                         ","LOUISVILLE","40203","1197469"
"80-17-010476","2017-02-05 14:07:00","2017-02-05 14:07:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","3RD DIVISION","322","OTHER RESIDENCE (APARTMENT/CONDO)","7400 BLOCK 3RD STREET RD                                    ","LOUISVILLE","40214","1197470"
"80-17-010476","2017-02-05 14:07:00","2017-02-05 14:07:00","POSS CONT SUB-1ST DEGREE-1ST OFFENSE-HEROIN","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","3RD DIVISION","322","OTHER RESIDENCE (APARTMENT/CONDO)","7400 BLOCK 3RD STREET RD                                    ","LOUISVILLE","40214","1197471"
"80-17-008994","2017-01-31 14:59:00","2017-01-31 14:59:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","S 10TH ST / CEDAR CT                                        ","LOUISVILLE","40203","1197472"
"80-17-009704","2017-02-02 23:14:00","2017-02-02 23:14:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","3RD DIVISION","322","HIGHWAY / ROAD / ALLEY","SENECA TRL / SOUTHSIDE DR                                   ","LOUISVILLE","40214","1197473"
"80-17-009940","2017-02-03 16:30:00","2017-02-03 16:30:00","REPORT NUMBER NOT REQUIRED","OTHER","999","","COMPLETED","1ST DIVISION","111","RESIDENCE / HOME","300 BLOCK N 19TH ST                                         ","LOUISVILLE","40203","1197474"
"80-17-011616","2017-02-09 13:32:00","2017-02-09 13:30:00","RECOVERY OF STOLEN VEHICLE-OUT OF JURISDICTION","OTHER","999","","COMPLETED","1ST DIVISION","134","RESIDENCE / HOME","1400 BLOCK FRANKFORT AVE                                    ","LOUISVILLE","40206","1197475"
"80-17-011619","2017-02-09 14:09:00","2014-01-01 14:09:00","SEXUAL ABUSE - 2ND DEGREE","SEX CRIMES","11D","PART II","COMPLETED","2ND DIVISION","211","RESIDENCE / HOME","200 BLOCK CECIL AVE                                         ","LOUISVILLE","40212","1197476"
"80-17-004770","2017-01-16 19:49:00","2017-01-16 19:49:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","6TH DIVISION","624","OTHER RESIDENCE (APARTMENT/CONDO)","7000 BLOCK WILDWOOD CIR                                     ","LOUISVILLE","40291","1183975"
"80-17-005602","2017-01-19 12:46:00","2017-01-19 12:45:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","8TH DIVISION","815","DEPARTMENT / DISCOUNT STORE","7900 BLOCK SHELBYVILLE RD                                   ","LOUISVILLE","40222","1183976"
"80-17-004826","2017-01-16 23:04:00","2017-01-16 23:04:00","DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT","OTHER","90Z","PART II","COMPLETED","7TH DIVISION","711","RESIDENCE / HOME","10100 BLOCK RIMFIRE RD                                      ","LOUISVILLE","40291","1183977"
"80-17-005609","2017-01-20 03:02:04","2015-09-18 00:00:00","THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT","FRAUD","26C","PART II","COMPLETED","6TH DIVISION","613","RESIDENCE / HOME","1600 BLOCK RANGELAND RD                                     ","LOUISVILLE","40219","1183978"
"80-17-005569","2017-01-19 11:00:00","2017-01-19 10:45:00","WANTON ENDANGERMENT-1ST DEGREE","ASSAULT","13A","PART I","COMPLETED","3RD DIVISION","322","HIGHWAY / ROAD / ALLEY","5500 BLOCK NEW CUT RD                                       ","LOUISVILLE","40214","1183979"
"80-17-005567","2017-01-19 10:54:00","2017-01-19 10:00:00","TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","8TH DIVISION","824","PARKING LOT / GARAGE","1500 BLOCK LA FONTENAY CT                                   ","DOUGLASS_HILLS","40223","1183980"
"80-17-004109","2017-01-14 13:49:00","2017-01-14 11:28:00","DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT","OTHER","90Z","PART II","COMPLETED","8TH DIVISION","823","RESIDENCE / HOME","2400 BLOCK RUNNING BROOK TRL                                ","LOUISVILLE","40023","1183981"
"80-17-004592","2017-01-16 09:40:00","2017-01-08 01:00:00","DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT","OTHER","90Z","PART II","COMPLETED","8TH DIVISION","823","OTHER RESIDENCE (APARTMENT/CONDO)","3400 BLOCK IMPERATOR LN                                     ","LOUISVILLE","40245","1183982"
"80-17-004779","2017-01-16 19:28:00","2017-01-16 11:00:00","HARASSMENT (NO PHYSICAL CONTACT)","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","323","RESIDENCE / HOME","9400 BLOCK MINUTE MEN CT                                    ","LOUISVILLE","40214","1183983"
"80-17-005603","2017-01-19 13:10:00","2017-01-19 12:45:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","1ST DIVISION","112","GROCERY / SUPERMARKET","2700 BLOCK W BROADWAY                                       ","LOUISVILLE","40211","1183984"
"80-17-000362","2017-01-03 01:24:00","2016-05-01 08:00:00","TBUT OR DISP AUTO > $500 BUT < $10,000","MOTOR VEHICLE THEFT","240","PART I","COMPLETED","4TH DIVISION","423","RESIDENCE / HOME","1300 BLOCK SALE AVE                                         ","LOUISVILLE","40215","1183985"
"80-17-003044","2017-01-10 23:38:00","2017-01-10 23:38:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","4TH DIVISION","412","OTHER RESIDENCE (APARTMENT/CONDO)","1200 BLOCK S PRESTON ST                                     ","LOUISVILLE","40203","1183986"
"80-17-004825","2017-01-16 21:25:00","2017-01-16 21:25:00","WANTON ENDANGERMENT-1ST DEGREE","ASSAULT","13A","PART I","COMPLETED","4TH DIVISION","423","RESIDENCE / HOME","1200 BLOCK ALGONQUIN PKY                                    ","LOUISVILLE","40208","1183987"
"80-17-005641","2017-01-19 14:53:00","2017-01-09 11:21:00","TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000","THEFT/LARCENY","23D","PART I","COMPLETED","7TH DIVISION","723","SCHOOL - ELEMENTARY / SECONDARY","6400 BLOCK OUTER LOOP                                       ","LOUISVILLE","40228","1183988"
"80-17-004088","2017-01-14 12:42:00","2017-01-14 09:06:00","DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT","OTHER","90Z","PART II","COMPLETED","7TH DIVISION","735","RESIDENCE / HOME","1200 BLOCK LIPPS LN                                         ","LOUISVILLE","40219","1183989"
"80-17-003722","2017-01-13 07:35:00","2017-01-13 06:45:00","DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT","OTHER","90Z","PART II","COMPLETED","6TH DIVISION","625","RESIDENCE / HOME","3300 BLOCK NOE WAY                                          ","LOUISVILLE","40220","1183990"
"80-17-000677","2017-01-03 08:33:00","2017-01-03 08:33:00","VIOLATION OF CONDITIONS OF RELEASE","OTHER","90Z","PART II","COMPLETED","3RD DIVISION","315","RESIDENCE / HOME","5900 BLOCK ALANADALE DR                                     ","LOUISVILLE","40272","1183991"
"80-17-005630","2017-01-19 13:40:00","2017-01-19 13:20:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","4TH DIVISION","435","DRUG STORE/DR`S OFFICE/HOSPITAL","4100 BLOCK TAYLOR BLVD                                      ","LOUISVILLE","40215","1183992"
"80-17-005596","2017-01-19 15:30:00","2017-01-13 08:00:00","TBUT OR DISP AUTO > $500 BUT < $10,000","MOTOR VEHICLE THEFT","240","PART I","COMPLETED","8TH DIVISION","824","RESIDENCE / HOME","100 BLOCK HARRISON AVE                                      ","MIDDLETOWN","40243","1183993"
"80-17-005672","2017-01-19 16:42:00","2017-01-19 16:10:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","3RD DIVISION","323","DEPARTMENT / DISCOUNT STORE","100 BLOCK OUTER LOOP                                        ","LOUISVILLE","40214","1183994"
"80-17-005684","2017-01-19 16:56:00","2017-01-18 10:00:00","CRIMINAL POSSESSION FORGED INSTRUMENT-1ST DEGREE-IDENTIFY","FRAUD","250","PART II","COMPLETED","7TH DIVISION","735","DEPARTMENT / DISCOUNT STORE","4800 BLOCK OUTER LOOP                                       ","LOUISVILLE","40219","1183995"
"80-17-005683","2017-01-19 17:30:00","2017-01-19 07:00:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","COMPLETED","7TH DIVISION","711","RESIDENCE / HOME","5300 BLOCK CRANWOOD LN                                      ","LOUISVILLE","40291","1183996"
"80-17-005703","2017-01-19 18:00:00","2017-01-19 17:25:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","COMPLETED","2ND DIVISION","225","RESIDENCE / HOME","1800 BLOCK MCCLOSKEY AVE                                    ","LOUISVILLE","40210","1183997"
"80-17-005553","2017-01-19 09:48:00","2017-01-18 18:30:00","CRIMINAL MISCHIEF-3RD DEGREE","VANDALISM","290","PART II","COMPLETED","1ST DIVISION","123","SPECIALTY STORE (TV, FUR, ETC)","1100 BLOCK W MAIN ST                                        ","LOUISVILLE","40203","1183998"
"80-17-005742","2017-01-19 19:20:00","2017-01-19 08:00:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","COMPLETED","3RD DIVISION","315","RESIDENCE / HOME","8200 BLOCK MADRONE AVE                                      ","LOUISVILLE","40258","1183999"
"80-17-005760","2017-01-20 16:10:29","2017-01-19 20:10:29","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","5TH DIVISION","521","RESIDENCE / HOME","700 BLOCK N HITE AVE                                        ","LOUISVILLE","40206","1184000"
"80-17-005748","2017-01-19 19:45:00","2017-01-09 00:01:00","SVU INVESTIGATION PENDING","OTHER","999","","COMPLETED","6TH DIVISION","612","RESIDENCE / HOME","5500 BLOCK HALSTEAD AVE                                     ","LOUISVILLE","40213","1184001"
"80-17-005771","2017-01-20 17:48:49","2017-01-16 10:00:00","PROPERTY LOST OR ABANDONED NON CRIMINAL","OTHER","90Z","PART II","COMPLETED","7TH DIVISION","735","OTHER / UNKNOWN","4900 BLOCK WOODHILL LN                                      ","LOUISVILLE","40219","1184002"
"80-17-005673","2017-01-20 09:40:21","2014-12-08 00:01:00","THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT","FRAUD","26C","PART II","COMPLETED","8TH DIVISION","811","OTHER RESIDENCE (APARTMENT/CONDO)","10900 BLOCK JORDAIN DR                                      ","LOUISVILLE","40241","1184125"
"03-17-000321","2017-02-01 18:16:00","2017-02-01 18:16:00","ASSAULT - 4TH DEGREE (NO VISIBLE INJURY)","ASSAULT","13B","PART II","COMPLETED","METRO LOUISVILLE","STMC","RESTAURANT","900 BLOCK BRECKENRIDGE LN                                   ","ST_MATTHEWS","40207","1197477"
"03-17-000324","2017-02-02 01:49:00","2017-02-02 01:49:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","METRO LOUISVILLE","STMC","HIGHWAY / ROAD / ALLEY","BRIGHTWOOD PL / MALLGATE PL                                 ","ST_MATTHEWS","40207","1197478"
"03-17-000324","2017-02-02 01:49:00","2017-02-02 01:49:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","METRO LOUISVILLE","STMC","HIGHWAY / ROAD / ALLEY","BRIGHTWOOD PL / MALLGATE PL                                 ","ST_MATTHEWS","40207","1197479"
"03-17-000332","2017-02-02 16:15:00","2017-02-02 16:15:00","FRAUDULENT USE OF CREDIT CARDS U/$500 W/6 MO PERIOD","FRAUD","26B","PART II","COMPLETED","METRO LOUISVILLE","STMB","MALL / SHOPPING CENTER","3900 BLOCK GRANDVIEW AVE                                    ","ST_MATTHEWS","40207","1197480"
"03-17-000354","2017-02-05 13:48:00","2017-02-05 13:48:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","METRO LOUISVILLE","STMC","SPECIALTY STORE (TV, FUR, ETC)","900 BLOCK BRECKENRIDGE LN                                   ","ST_MATTHEWS","40207","1197481"
"03-17-000370","2017-02-07 09:49:00","2017-02-07 09:49:00","BURGLARY - 1ST DEGREE","BURGLARY","220","PART I","COMPLETED","METRO LOUISVILLE","STMC","RESIDENCE / HOME","7000 BLOCK BEAR CREEK DR                                    ","ST_MATTHEWS","40207","1197482"
"03-17-000383","2017-02-08 14:25:00","2017-02-08 14:25:00","THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT","FRAUD","26C","PART II","COMPLETED","METRO LOUISVILLE","STMA","RESIDENCE / HOME","4000 BLOCK MASSIE AVE                                       ","ST_MATTHEWS","40207","1197483"
"80-17-010084","2017-02-03 20:21:00","2017-02-03 20:21:00","TRAF IN CONT SUBST 1ST DEG 2ND OR > OFFENSE  <= 2 GMS METH","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","5TH DIVISION","512","RESIDENCE / HOME","1600 BLOCK BEECHWOOD AVE                                    ","LOUISVILLE","40204","1197484"
"80-17-010084","2017-02-03 20:21:00","2017-02-03 20:21:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","5TH DIVISION","512","RESIDENCE / HOME","1600 BLOCK BEECHWOOD AVE                                    ","LOUISVILLE","40204","1197485"
"03-17-000388","2017-02-08 17:58:00","2017-02-08 17:58:00","TRAF IN MARIJUANA-LESS THAN 8 OZ-1ST OFFENSE","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","METRO LOUISVILLE","STMB","PARKING LOT / GARAGE","5000 BLOCK SHELBYVILLE RD                                   ","ST_MATTHEWS","40207","1197486"
"80-17-007577","2017-01-26 07:53:00","2017-01-26 07:53:00","TRAF IN MARIJUANA-8 OZ TO < 5 LBS-1ST OFFENSE","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","6TH DIVISION","612","RESIDENCE / HOME","1400 BLOCK FOREST DR                                        ","LOUISVILLE","40219","1197487"
"80-17-007577","2017-01-26 07:53:00","2017-01-26 07:53:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","6TH DIVISION","612","RESIDENCE / HOME","1400 BLOCK FOREST DR                                        ","LOUISVILLE","40219","1197488"
"80-17-011651","2017-02-10 07:42:58","2017-02-09 23:41:58","TBUT OR DISP AUTO > $500 BUT < $10,000","MOTOR VEHICLE THEFT","240","PART I","COMPLETED","6TH DIVISION","611","PARKING LOT / GARAGE","1600 BLOCK POPLAR LEVEL RD                                  ","LOUISVILLE","40217","1197489"
"80-17-011633","2017-02-09 13:18:00","2017-01-14 08:00:00","TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000","THEFT/LARCENY","23D","PART I","COMPLETED","4TH DIVISION","435","SCHOOL - ELEMENTARY / SECONDARY","1600 BLOCK ARLING AVE                                       ","LOUISVILLE","40215","1197490"
"80-17-011659","2017-02-09 16:20:00","2017-02-09 02:30:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","6TH DIVISION","625","SERVICE / GAS STATION","3900 BLOCK TAYLORSVILLE RD                                  ","LOUISVILLE","40220","1197491"
"80-17-011714","2017-02-10 12:22:23","2017-02-10 03:59:23","FRAUDULENT USE OF CREDIT CARDS U/$500 W/6 MO PERIOD","FRAUD","26B","PART II","COMPLETED","5TH DIVISION","512","SERVICE / GAS STATION","1100 BLOCK BARDSTOWN RD                                     ","LOUISVILLE","40204","1197492"
"80-17-011710","2017-02-10 11:34:11","2016-12-16 00:01:00","THEFT BY DECEPTION-INCL COLD CHECKS $10,000 OR MORE","THEFT/LARCENY","23H","PART I","COMPLETED","3RD DIVISION","323","COMMERCIAL / OFFICE BUILDING","6700 BLOCK ENTERPRISE DR                                    ","LOUISVILLE","40214","1197493"
"80-17-009087","2017-01-31 19:33:00","2017-01-31 19:33:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","2ND DIVISION","236","RESIDENCE / HOME","4300 BLOCK CHARLOTTE ANN DR                                 ","LOUISVILLE","40216","1197494"
"80-17-011617","2017-02-09 13:19:00","2017-02-09 13:19:00","REPORT NUMBER NOT REQUIRED","OTHER","999","","COMPLETED","4TH DIVISION","424","RESIDENCE / HOME","500 BLOCK WINKLER AVE                                       ","LOUISVILLE","40208","1197495"
"80-17-011725","2017-02-09 18:44:00","2016-01-01 12:00:00","SEXUAL ABUSE - 1ST DEGREE- VICTIM U/12 YOA","SEX CRIMES","11D","PART II","COMPLETED","6TH DIVISION","625","RESIDENCE / HOME","2800 BLOCK POMEROY DR                                       ","LOUISVILLE","40218","1197496"
"80-17-011744","2017-02-09 19:59:00","2017-02-09 17:40:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","3RD DIVISION","322","GROCERY / SUPERMARKET","5500 BLOCK NEW CUT RD                                       ","LOUISVILLE","40214","1197497"
"80-17-011756","2017-02-09 20:46:00","2017-02-09 20:07:00","ROBBERY - 1ST DEGREE","ROBBERY","120","PART I","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","S JACKSON ST / E ORMSBY AVE                                 ","LOUISVILLE","40203","1197498"
"80-17-011774","2017-02-10 19:34:11","2017-02-10 18:12:11","TBUT OR DISP AUTO > $500 BUT < $10,000","MOTOR VEHICLE THEFT","240","PART I","COMPLETED","7TH DIVISION","724","PARKING LOT / GARAGE","BLUE CREEK DR / RIPPLE CREEK DR                             ","LOUISVILLE","40229","1197499"
